Order Number,Order Date,Item Name,Quantity,Product Price,Total products
15862,19/7/19 18:13,Chana Masala,1,5.95,5
15862,19/7/19 18:13,Saag Dall,1,5.95,5
15862,19/7/19 18:13,Bhindi Bhajee,1,5.95,5
15861,19/7/19 18:10,Lime Pickle,1,0.5,11
15861,19/7/19 18:10,Plain Papadum,3,0.8,11
15861,19/7/19 18:10,Pilau Rice,1,2.95,11
15861,19/7/19 18:10,Garlic Naan,1,2.95,11
15861,19/7/19 18:10,Onion Bhajee,1,3.95,11
15861,19/7/19 18:10,Meat Samosa,1,3.95,11
15861,19/7/19 18:10,French Fries,1,3.95,11
15861,19/7/19 18:10,Vegetable Roll,1,4.95,11
15861,19/7/19 18:10,Chicken Tikka (Main),2,8.95,11
15861,19/7/19 18:10,Bhuna - Chicken Tikka,1,8.95,11
15861,19/7/19 18:10,Chicken Chilli Garlic,1,9.95,11
15860,19/7/19 18:08,Mango Chutney,1,0.5,5
15860,19/7/19 18:08,Keema Naan,1,2.95,5
15860,19/7/19 18:08,Bombay Aloo,1,5.95,5
15860,19/7/19 18:08,Chicken Tikka Biryani,1,10.95,5
15860,19/7/19 18:08,Lamb Tikka Biryani,1,10.95,5
15859,19/7/19 18:05,Mango Chutney,1,0.5,5
15859,19/7/19 18:05,Plain Papadum,4,0.8,5
15859,19/7/19 18:05,Pilau Rice,2,2.95,5
15859,19/7/19 18:05,Korma Sauce,2,3.95,5
15859,19/7/19 18:05,Korma - Chicken,1,8.95,5
15858,19/7/19 18:02,Paratha,1,2.95,7
15858,19/7/19 18:02,Pilau Rice,2,2.95,7
15858,19/7/19 18:02,Butter Chicken,1,9.95,7
15858,19/7/19 18:02,Paneer Tikka Sizzler,1,9.95,7
15858,19/7/19 18:02,Chicken Biryani,2,9.95,7
15858,19/7/19 18:02,Tandoori Mixed Grill,1,11.95,7
15858,19/7/19 18:02,Bhuna - King Prawn,1,12.95,7
15857,19/7/19 17:51,Chapati,3,1.95,5
15857,19/7/19 17:51,Mushroom Rice,1,3.95,5
15857,19/7/19 17:51,Prawn Puree,1,4.95,5
15857,19/7/19 17:51,Dhansak - Chicken,1,8.95,5
15857,19/7/19 17:51,Chicken Biryani,1,9.95,5
15856,19/7/19 17:42,Mango Chutney,2,0.5,7
15856,19/7/19 17:42,Keema Naan,1,2.95,7
15856,19/7/19 17:42,Mushroom Rice,1,3.95,7
15856,19/7/19 17:42,Royal Paneer,1,5.95,7
15856,19/7/19 17:42,Mixed Starter,1,5.95,7
15856,19/7/19 17:42,Aloo Gobi,1,5.95,7
15856,19/7/19 17:42,Chicken Tikka Masala,1,8.95,7
15855,19/7/19 17:33,Chicken Tikka Chilli Masala,2,8.95,3
15855,19/7/19 17:33,Chicken Tikka (Main),1,8.95,3
15855,19/7/19 17:33,Prawn Balti,1,10.95,3
15854,19/7/19 17:31,Mango Chutney,2,0.5,6
15854,19/7/19 17:31,Onion Chutney,2,0.5,6
15854,19/7/19 17:31,Plain Rice,1,2.95,6
15854,19/7/19 17:31,Peshwari Naan,1,2.95,6
15854,19/7/19 17:31,Tandoori Fish,1,5.95,6
15854,19/7/19 17:31,Chicken Tikka Pasanda,1,8.95,6
15853,19/7/19 17:19,Tandoori Roti,2,2.6,6
15853,19/7/19 17:19,Raitha,1,2.95,6
15853,19/7/19 17:19,Meat Samosa,1,3.95,6
15853,19/7/19 17:19,Chicken Tikka,1,4.95,6
15853,19/7/19 17:19,Lamb Tikka,1,4.95,6
15853,19/7/19 17:19,Sheek Kebab (Main),1,8.95,6
15852,19/7/19 17:14,Mango Chutney,1,0.5,9
15852,19/7/19 17:14,Plain Papadum,6,0.8,9
15852,19/7/19 17:14,Chapati,1,1.95,9
15852,19/7/19 17:14,Plain Naan,2,2.6,9
15852,19/7/19 17:14,Pilau Rice,2,2.95,9
15852,19/7/19 17:14,Onion Bhajee,1,3.95,9
15852,19/7/19 17:14,Chicken Tikka,1,4.95,9
15852,19/7/19 17:14,Curry - Chicken,1,7.95,9
15852,19/7/19 17:14,Korma - Chicken,2,8.95,9
15849,19/7/19 16:47,Chapati,2,1.95,8
15849,19/7/19 16:47,Pilau Rice,1,2.95,8
15849,19/7/19 16:47,Peshwari Naan,1,2.95,8
15849,19/7/19 16:47,Garlic Naan,1,2.95,8
15849,19/7/19 16:47,Keema Rice,1,3.95,8
15849,19/7/19 16:47,Onion Bhajee,2,3.95,8
15849,19/7/19 16:47,Chicken Tikka Masala,2,8.95,8
15849,19/7/19 16:47,Dupiaza - Chicken Tikka,1,8.95,8
15848,19/7/19 12:33,Plain Rice,3,2.95,4
15848,19/7/19 12:33,Garlic Naan,3,2.95,4
15848,19/7/19 12:33,Curry - Chicken,2,7.95,4
15848,19/7/19 12:33,Curry - Lamb,1,7.95,4
15847,18/7/19 20:58,Pilau Rice,1,2.95,3
15847,18/7/19 20:58,Curry - Chicken,1,7.95,3
15847,18/7/19 20:58,Chicken Tikka Masala,1,8.95,3
15846,18/7/19 20:57,Tandoori Roti,1,2.6,9
15846,18/7/19 20:57,Plain Rice,1,2.95,9
15846,18/7/19 20:57,Pilau Rice,1,2.95,9
15846,18/7/19 20:57,Stuffed Paratha,1,3.95,9
15846,18/7/19 20:57,Mushroom Bhajee,1,5.95,9
15846,18/7/19 20:57,Saag Aloo,1,5.95,9
15846,18/7/19 20:57,Chicken Tikka Masala,1,8.95,9
15846,18/7/19 20:57,Lamb Rezala,1,9.95,9
15846,18/7/19 20:57,Lal Mirch Lamb,1,9.95,9
15845,18/7/19 19:57,Plain Papadum,4,0.8,14
15845,18/7/19 19:57,Plain Naan,2,2.6,14
15845,18/7/19 19:57,Pilau Rice,3,2.95,14
15845,18/7/19 19:57,Peshwari Naan,3,2.95,14
15845,18/7/19 19:57,Keema Naan,1,2.95,14
15845,18/7/19 19:57,Onion Bhajee,4,3.95,14
15845,18/7/19 19:57,Chicken Tikka,1,4.95,14
15845,18/7/19 19:57,Chana Masala,1,5.95,14
15845,18/7/19 19:57,Bhindi Bhajee,1,5.95,14
15845,18/7/19 19:57,Chicken Tikka Masala,2,8.95,14
15845,18/7/19 19:57,Korma - Chicken,1,8.95,14
15845,18/7/19 19:57,Lamb Tikka Pasanda,1,8.95,14
15845,18/7/19 19:57,Saag - Chicken,1,8.95,14
15845,18/7/19 19:57,Korma - Prawn,2,9.95,14
15844,18/7/19 19:52,Plain Naan,1,2.6,4
15844,18/7/19 19:52,Plain Rice,1,2.95,4
15844,18/7/19 19:52,Peshwari Naan,1,2.95,4
15844,18/7/19 19:52,Korma - Chicken,1,8.95,4
15843,18/7/19 19:41,Pilau Rice,2,2.95,5
15843,18/7/19 19:41,Peshwari Naan,1,2.95,5
15843,18/7/19 19:41,Garlic Naan,1,2.95,5
15843,18/7/19 19:41,Bhuna - Chicken,1,8.95,5
15843,18/7/19 19:41,Chicken Tikka Jalfrezi,1,8.95,5
15842,18/7/19 19:14,Pilau Rice,1,2.95,6
15842,18/7/19 19:14,Prawn Puree,1,4.95,6
15842,18/7/19 19:14,Baingan Hari Mirch,1,5.95,6
15842,18/7/19 19:14,Butter Chicken,1,9.95,6
15842,18/7/19 19:14,Lamb Chilli Garlic,1,9.95,6
15842,18/7/19 19:14,Paneer Tikka Sizzler,1,9.95,6
15840,18/7/19 18:38,King Prawn Shaslick,51,12.95,1
15839,18/7/19 18:28,Plain Rice,1,2.95,6
15839,18/7/19 18:28,Onion Bhajee,1,3.95,6
15839,18/7/19 18:28,Saag Aloo,1,5.95,6
15839,18/7/19 18:28,Aloo Gobi,1,5.95,6
15839,18/7/19 18:28,Chicken Tikka Balti,1,10.95,6
15839,18/7/19 18:28,Paneer Tikka Balti,1,10.95,6
15838,18/7/19 18:26,Plain Papadum,8,0.8,9
15838,18/7/19 18:26,Pilau Rice,2,2.95,9
15838,18/7/19 18:26,Keema Naan,1,2.95,9
15838,18/7/19 18:26,Special Fried Rice,1,3.95,9
15838,18/7/19 18:26,Aloo Gobi,1,5.95,9
15838,18/7/19 18:26,Madras - Chicken,1,7.95,9
15838,18/7/19 18:26,Korma - Chicken,1,8.95,9
15838,18/7/19 18:26,Lamb Tikka Jalfrezi,1,8.95,9
15838,18/7/19 18:26,Lamb Shashlick Curry,1,12.95,9
15837,18/7/19 17:07,Plain Naan,2,2.6,6
15837,18/7/19 17:07,Plain Rice,2,2.95,6
15837,18/7/19 17:07,Curry Sauce,1,3.95,6
15837,18/7/19 17:07,Chicken Tikka,1,4.95,6
15837,18/7/19 17:07,Mixed Vegetable Curry,1,5.95,6
15837,18/7/19 17:07,Aloo Gobi,1,5.95,6
15836,18/7/19 11:03,Chicken Tikka,1,4.95,4
15836,18/7/19 11:03,Aloo Chaat,1,4.95,4
15836,18/7/19 11:03,Bombay Aloo,1,5.95,4
15836,18/7/19 11:03,Chicken Tikka (Main),1,8.95,4
15835,17/7/19 22:12,Lamb Biryani,1,9.95,1
15834,17/7/19 21:13,Plain Rice,1,2.95,3
15834,17/7/19 21:13,Pilau Rice,1,2.95,3
15834,17/7/19 21:13,Butter Chicken,1,9.95,3
15833,17/7/19 19:52,Pilau Rice,1,2.95,5
15833,17/7/19 19:52,Onion Rice,1,3.95,5
15833,17/7/19 19:52,Saag Aloo,1,5.95,5
15833,17/7/19 19:52,Lamb Haryali,1,9.95,5
15833,17/7/19 19:52,Chicken Chilli Garlic,1,9.95,5
15832,17/7/19 19:17,Pilau Rice,2,2.95,3
15832,17/7/19 19:17,Curry - Lamb,1,7.95,3
15832,17/7/19 19:17,Chicken Tikka (Main),1,8.95,3
15831,17/7/19 19:08,Pilau Rice,1,2.95,5
15831,17/7/19 19:08,Garlic Naan,1,2.95,5
15831,17/7/19 19:08,Chicken Tikka,1,4.95,5
15831,17/7/19 19:08,King Prawn Puree,1,5.95,5
15831,17/7/19 19:08,Dhansak - King Prawn,1,12.95,5
15830,17/7/19 18:10,Chicken Tikka Pasanda,1,8.95,2
15830,17/7/19 18:10,Rogon - Lamb,1,8.95,2
15829,17/7/19 17:36,Plain Papadum,2,0.8,7
15829,17/7/19 17:36,Plain Naan,1,2.6,7
15829,17/7/19 17:36,Pilau Rice,1,2.95,7
15829,17/7/19 17:36,Mixed Starter,1,5.95,7
15829,17/7/19 17:36,Chicken Tikka (Main),1,8.95,7
15829,17/7/19 17:36,Chicken Tikka Chilli Masala,1,8.95,7
15829,17/7/19 17:36,Korma - Chicken,1,8.95,7
15828,16/7/19 23:02,Chapati,3,1.95,3
15828,16/7/19 23:02,Muttar Paneer,1,5.95,3
15828,16/7/19 23:02,Lamb Balti,1,9.95,3
15827,16/7/19 20:50,Plain Papadum,2,0.8,8
15827,16/7/19 20:50,Plain Naan,1,2.6,8
15827,16/7/19 20:50,Plain Rice,1,2.95,8
15827,16/7/19 20:50,Pilau Rice,1,2.95,8
15827,16/7/19 20:50,Masala Sauce,1,3.95,8
15827,16/7/19 20:50,Meat Samosa,1,3.95,8
15827,16/7/19 20:50,Madras - Chicken,1,7.95,8
15827,16/7/19 20:50,Chicken Tikka Masala,1,8.95,8
15826,16/7/19 20:25,Plain Papadum,3,0.8,7
15826,16/7/19 20:25,Plain Rice,1,2.95,7
15826,16/7/19 20:25,Pilau Rice,1,2.95,7
15826,16/7/19 20:25,Vindaloo Sauce,1,3.95,7
15826,16/7/19 20:25,French Fries,1,3.95,7
15826,16/7/19 20:25,Madras - Chicken,1,7.95,7
15826,16/7/19 20:25,Paneer Shaslick,1,9.95,7
15825,16/7/19 20:22,Onion Chutney,2,0.5,4
15825,16/7/19 20:22,Spicy Papadum,2,0.8,4
15825,16/7/19 20:22,Garlic Rice,1,3.95,4
15825,16/7/19 20:22,Dupiaza - Chicken Tikka,1,8.95,4
15824,16/7/19 20:08,Mixed Vegetable Curry,1,5.95,3
15824,16/7/19 20:08,Aloo Methi,1,5.95,3
15824,16/7/19 20:08,Muttar Paneer,1,5.95,3
15823,16/7/19 19:37,Garlic Naan,1,2.95,4
15823,16/7/19 19:37,Plain Rice,1,2.95,4
15823,16/7/19 19:37,Royal Paneer,1,5.95,4
15823,16/7/19 19:37,Saag - Chicken,1,8.95,4
15822,16/7/19 19:22,Plain Naan,1,2.6,3
15822,16/7/19 19:22,Lamb Tikka,1,4.95,3
15822,16/7/19 19:22,Butter Chicken,1,9.95,3
15821,16/7/19 19:16,Plain Naan,1,2.6,3
15821,16/7/19 19:16,Lamb Tikka,1,4.95,3
15821,16/7/19 19:16,Butter Chicken,1,9.95,3
15820,16/7/19 19:02,Mango Chutney,2,0.5,7
15820,16/7/19 19:02,Plain Naan,3,2.6,7
15820,16/7/19 19:02,French Fries,1,3.95,7
15820,16/7/19 19:02,Sheek Kebab,1,4.95,7
15820,16/7/19 19:02,Mixed Starter,1,5.95,7
15820,16/7/19 19:02,Chicken Tikka (Main),1,8.95,7
15820,16/7/19 19:02,Tandoori Mixed Grill,1,11.95,7
15819,16/7/19 18:25,Plain Naan,1,2.6,5
15819,16/7/19 18:25,Pilau Rice,2,2.95,5
15819,16/7/19 18:25,Korma - Chicken,1,8.95,5
15819,16/7/19 18:25,Chicken Balti,1,9.95,5
15819,16/7/19 18:25,Chicken Biryani,1,9.95,5
15818,16/7/19 18:13,Plain Naan,1,2.6,6
15818,16/7/19 18:13,Pilau Rice,3,2.95,6
15818,16/7/19 18:13,Aloo Gobi,1,5.95,6
15818,16/7/19 18:13,Vindaloo - Chicken,2,7.95,6
15818,16/7/19 18:13,Sheek Kebab (Main),1,8.95,6
15818,16/7/19 18:13,Chicken Tikka Jalfrezi,1,8.95,6
15817,16/7/19 17:49,Meat Samosa,1,3.95,3
15817,16/7/19 17:49,King Prawn Puree,2,5.95,3
15817,16/7/19 17:49,Lamb Karahi,1,8.95,3
15816,16/7/19 17:45,Meat Samosa,1,3.95,3
15816,16/7/19 17:45,King Prawn Puree,2,5.95,3
15816,16/7/19 17:45,Lamb Karahi,1,8.95,3
15815,16/7/19 17:38,Plain Papadum,2,0.8,5
15815,16/7/19 17:38,Keema Naan,1,2.95,5
15815,16/7/19 17:38,Madras - Chicken,1,7.95,5
15815,16/7/19 17:38,Bhuna - Lamb,1,8.95,5
15815,16/7/19 17:38,Chicken Biryani,1,9.95,5
15814,16/7/19 17:35,Lime Pickle,1,0.5,6
15814,16/7/19 17:35,Plain Papadum,2,0.8,6
15814,16/7/19 17:35,Keema Naan,1,2.95,6
15814,16/7/19 17:35,Madras - Chicken,1,7.95,6
15814,16/7/19 17:35,Bhuna - Lamb,1,8.95,6
15814,16/7/19 17:35,Lamb Biryani,1,9.95,6
15813,16/7/19 17:23,Lamb Sylhet,1,9.95,3
15813,16/7/19 17:23,Lal Mirch Lamb,1,9.95,3
15813,16/7/19 17:23,Lamb Biryani,2,9.95,3
15812,16/7/19 13:52,Plain Naan,2,2.6,3
15812,16/7/19 13:52,Plain Rice,1,2.95,3
15812,16/7/19 13:52,Chicken Karahi,1,8.95,3
15810,15/7/19 21:44,Mint Sauce,1,0.5,4
15810,15/7/19 21:44,Plain Papadum,1,0.8,4
15810,15/7/19 21:44,Pilau Rice,1,2.95,4
15810,15/7/19 21:44,Curry - Chicken,1,7.95,4
15809,15/7/19 21:30,Mint Sauce,1,0.5,3
15809,15/7/19 21:30,Tandoori Roti,1,2.6,3
15809,15/7/19 21:30,Lamb Tikka Biryani,2,10.95,3
15808,15/7/19 20:53,Cauliflower Bhajee,1,5.95,3
15808,15/7/19 20:53,Saag Dall,1,5.95,3
15808,15/7/19 20:53,Dhansak - Chicken,1,8.95,3
15807,15/7/19 20:35,Mint Sauce,1,0.5,5
15807,15/7/19 20:35,Plain Papadum,4,0.8,5
15807,15/7/19 20:35,Plain Rice,2,2.95,5
15807,15/7/19 20:35,Mushroom Bhajee,1,5.95,5
15807,15/7/19 20:35,Chicken Tikka (Main),1,8.95,5
15806,15/7/19 20:32,Garlic Naan,1,2.95,4
15806,15/7/19 20:32,Tandoori Chicken (1/4),1,4.95,4
15806,15/7/19 20:32,Paneer Tikka Sizzler,1,9.95,4
15806,15/7/19 20:32,Lamb Tikka Biryani,1,10.95,4
15805,15/7/19 19:18,Mango Chutney,2,0.5,4
15805,15/7/19 19:18,Plain Naan,1,2.6,4
15805,15/7/19 19:18,French Fries,1,3.95,4
15805,15/7/19 19:18,Tandoori Mixed Grill,1,11.95,4
15804,15/7/19 18:51,Mango Chutney,1,0.5,8
15804,15/7/19 18:51,Mint Sauce,1,0.5,8
15804,15/7/19 18:51,Onion Chutney,1,0.5,8
15804,15/7/19 18:51,Plain Papadum,2,0.8,8
15804,15/7/19 18:51,Mushroom Rice,1,3.95,8
15804,15/7/19 18:51,Saag Aloo,1,5.95,8
15804,15/7/19 18:51,Mushroom Bhajee,1,5.95,8
15804,15/7/19 18:51,Tandoori Chicken Masala,1,8.95,8
15803,15/7/19 18:16,Chicken Biryani,2,9.95,1
15802,15/7/19 12:31,Saag Bhajee,1,5.95,3
15802,15/7/19 12:31,Vindaloo - Lamb,1,7.95,3
15802,15/7/19 12:31,Tandoori Mixed Grill,1,11.95,3
15801,14/7/19 22:56,Pilau Rice,1,2.95,2
15801,14/7/19 22:56,Chicken Balti,2,9.95,2
15800,14/7/19 21:16,Onion Naan,1,2.95,4
15800,14/7/19 21:16,Vegetable Rice,1,3.95,4
15800,14/7/19 21:16,Prawn Puree,1,4.95,4
15800,14/7/19 21:16,Saag - Chicken Tikka,1,8.95,4
15799,14/7/19 20:35,Plain Naan,1,2.6,4
15799,14/7/19 20:35,Bottle Diet Coke,1,2.95,4
15799,14/7/19 20:35,Brinjal Bhajee,1,5.95,4
15799,14/7/19 20:35,Saag Paneer,1,5.95,4
15798,14/7/19 20:30,Plain Naan,1,2.6,4
15798,14/7/19 20:30,Bottle Diet Coke,1,2.95,4
15798,14/7/19 20:30,Brinjal Bhajee,1,5.95,4
15798,14/7/19 20:30,Saag Paneer,1,5.95,4
15797,14/7/19 20:29,Mint Sauce,1,0.5,6
15797,14/7/19 20:29,Plain Papadum,1,0.8,6
15797,14/7/19 20:29,Garlic Naan,1,2.95,6
15797,14/7/19 20:29,Pilau Rice,1,2.95,6
15797,14/7/19 20:29,Bombay Aloo,1,5.95,6
15797,14/7/19 20:29,Chicken Roshni,1,9.95,6
15796,14/7/19 20:23,Mint Sauce,2,0.5,5
15796,14/7/19 20:23,Plain Papadum,2,0.8,5
15796,14/7/19 20:23,French Fries,2,3.95,5
15796,14/7/19 20:23,Chicken Pakora,1,5.95,5
15796,14/7/19 20:23,Tandoori Chicken (Main),2,8.95,5
15795,14/7/19 20:19,Plain Papadum,2,0.8,3
15795,14/7/19 20:19,Egg Rice,1,3.95,3
15795,14/7/19 20:19,Bhuna - Lamb,1,8.95,3
15794,14/7/19 20:17,Garlic Naan,1,2.95,4
15794,14/7/19 20:17,COBRA (330ML),1,3.95,4
15794,14/7/19 20:17,Chicken Tikka,1,4.95,4
15794,14/7/19 20:17,Royal Paneer,1,5.95,4
15793,14/7/19 20:01,Plain Naan,2,2.6,3
15793,14/7/19 20:01,Butter Chicken,1,9.95,3
15793,14/7/19 20:01,Tandoori Mixed Grill,2,11.95,3
15792,14/7/19 19:56,Plain Naan,2,2.6,5
15792,14/7/19 19:56,Paratha,1,2.95,5
15792,14/7/19 19:56,Egg Paratha,1,3.95,5
15792,14/7/19 19:56,Tandoori Fish,1,5.95,5
15792,14/7/19 19:56,Curry - Chicken,1,7.95,5
15791,14/7/19 18:55,Keema Naan,1,2.95,5
15791,14/7/19 18:55,Onion Bhajee,1,3.95,5
15791,14/7/19 18:55,Special Fried Rice,1,3.95,5
15791,14/7/19 18:55,Bombay Aloo,1,5.95,5
15791,14/7/19 18:55,Korma - Chicken Tikka,1,8.95,5
15790,14/7/19 18:39,Peshwari Naan,1,2.95,6
15790,14/7/19 18:39,Onion Bhajee,1,3.95,6
15790,14/7/19 18:39,Egg Rice,1,3.95,6
15790,14/7/19 18:39,Saag Paneer,1,5.95,6
15790,14/7/19 18:39,Chana Masala,1,5.95,6
15790,14/7/19 18:39,Chicken Tikka Karahi,1,9.95,6
15789,14/7/19 18:19,Plain Naan,1,2.6,7
15789,14/7/19 18:19,Onion Naan,1,2.95,7
15789,14/7/19 18:19,Onion Bhajee,1,3.95,7
15789,14/7/19 18:19,Masala Sauce,1,3.95,7
15789,14/7/19 18:19,Special Fried Rice,1,3.95,7
15789,14/7/19 18:19,Saag Aloo,1,5.95,7
15789,14/7/19 18:19,Korma - Chicken Tikka,1,8.95,7
15788,14/7/19 18:07,Mango Chutney,1,0.5,6
15788,14/7/19 18:07,Plain Papadum,1,0.8,6
15788,14/7/19 18:07,Pilau Rice,1,2.95,6
15788,14/7/19 18:07,Paratha,1,2.95,6
15788,14/7/19 18:07,Prawn Puree,1,4.95,6
15788,14/7/19 18:07,Korma - Chicken,1,8.95,6
15787,14/7/19 17:47,Mango Chutney,1,0.5,9
15787,14/7/19 17:47,Red Sauce,1,0.5,9
15787,14/7/19 17:47,Plain Papadum,2,0.8,9
15787,14/7/19 17:47,Pilau Rice,2,2.95,9
15787,14/7/19 17:47,Peshwari Naan,1,2.95,9
15787,14/7/19 17:47,Onion Bhajee,1,3.95,9
15787,14/7/19 17:47,Bombay Aloo,1,5.95,9
15787,14/7/19 17:47,Korma - Chicken,1,8.95,9
15787,14/7/19 17:47,Dhansak - Chicken,1,8.95,9
15786,14/7/19 16:59,Plain Rice,2,2.95,5
15786,14/7/19 16:59,Garlic Naan,1,2.95,5
15786,14/7/19 16:59,Bombay Aloo,1,5.95,5
15786,14/7/19 16:59,Chicken Tikka Masala,1,8.95,5
15786,14/7/19 16:59,Chicken Karahi,2,8.95,5
15785,14/7/19 16:41,Mango Chutney,1,0.5,7
15785,14/7/19 16:41,Plain Papadum,1,0.8,7
15785,14/7/19 16:41,Plain Naan,1,2.6,7
15785,14/7/19 16:41,Pilau Rice,1,2.95,7
15785,14/7/19 16:41,Bottle Coke,1,2.95,7
15785,14/7/19 16:41,French Fries,1,3.95,7
15785,14/7/19 16:41,Korma - Chicken,2,8.95,7
15784,14/7/19 16:27,Onion Chutney,1,0.5,8
15784,14/7/19 16:27,Mint Sauce,1,0.5,8
15784,14/7/19 16:27,Plain Papadum,1,0.8,8
15784,14/7/19 16:27,Pilau Rice,1,2.95,8
15784,14/7/19 16:27,Garlic Naan,1,2.95,8
15784,14/7/19 16:27,Raitha,1,2.95,8
15784,14/7/19 16:27,Onion Bhajee,1,3.95,8
15784,14/7/19 16:27,Chana Masala,1,5.95,8
15783,14/7/19 12:15,Pilau Rice,1,2.95,3
15783,14/7/19 12:15,Bombay Aloo,1,5.95,3
15783,14/7/19 12:15,Madras - Chicken,1,7.95,3
15782,13/7/19 22:31,Pilau Rice,1,2.95,3
15782,13/7/19 22:31,King Prawn Puree,1,5.95,3
15782,13/7/19 22:31,Korma - Chicken,1,8.95,3
15781,13/7/19 22:02,Keema Rice,1,3.95,3
15781,13/7/19 22:02,Tandoori Chicken (1/4),1,4.95,3
15781,13/7/19 22:02,Madras - Lamb,1,7.95,3
15780,13/7/19 22:00,Plain Naan,1,2.6,8
15780,13/7/19 22:00,Pilau Rice,2,2.95,8
15780,13/7/19 22:00,Green Salad,1,2.95,8
15780,13/7/19 22:00,Bottle Coke,1,2.95,8
15780,13/7/19 22:00,Stuffed Paratha,1,3.95,8
15780,13/7/19 22:00,Saag Aloo,1,5.95,8
15780,13/7/19 22:00,Curry - Chicken Tikka,1,7.95,8
15780,13/7/19 22:00,Korma - Chicken,1,8.95,8
15779,13/7/19 21:33,Plain Naan,1,2.6,5
15779,13/7/19 21:33,Plain Rice,1,2.95,5
15779,13/7/19 21:33,Meat Samosa,1,3.95,5
15779,13/7/19 21:33,Saag Aloo,1,5.95,5
15779,13/7/19 21:33,Tandoori Mixed Grill,1,11.95,5
15778,13/7/19 20:13,Plain Naan,1,2.6,6
15778,13/7/19 20:13,Pilau Rice,1,2.95,6
15778,13/7/19 20:13,Onion Bhajee,1,3.95,6
15778,13/7/19 20:13,Chicken Tikka,1,4.95,6
15778,13/7/19 20:13,King Prawn Puree,1,5.95,6
15778,13/7/19 20:13,Chicken Tikka Karahi,1,9.95,6
15777,13/7/19 20:05,Plain Papadum,2,0.8,4
15777,13/7/19 20:05,Pilau Rice,1,2.95,4
15777,13/7/19 20:05,Chicken Tikka,1,4.95,4
15777,13/7/19 20:05,Madras - Lamb,1,7.95,4
15776,13/7/19 19:31,Mango Chutney,1,0.5,5
15776,13/7/19 19:31,Plain Papadum,4,0.8,5
15776,13/7/19 19:31,Vegetable Rice,3,3.95,5
15776,13/7/19 19:31,Korma Sauce,1,3.95,5
15776,13/7/19 19:31,Korma - Chicken Tikka,2,8.95,5
15774,13/7/19 19:07,Mango Chutney,1,0.5,10
15774,13/7/19 19:07,Mint Sauce,1,0.5,10
15774,13/7/19 19:07,Plain Papadum,2,0.8,10
15774,13/7/19 19:07,Keema Naan,1,2.95,10
15774,13/7/19 19:07,Keema Rice,1,3.95,10
15774,13/7/19 19:07,Baingan Hari Mirch,1,5.95,10
15774,13/7/19 19:07,Aloo Gobi,1,5.95,10
15774,13/7/19 19:07,Saag Dall,1,5.95,10
15774,13/7/19 19:07,Curry - Chicken,1,7.95,10
15774,13/7/19 19:07,Dhansak - Chicken,1,8.95,10
15772,13/7/19 18:54,Bottle Coke,1,2.95,4
15772,13/7/19 18:54,French Fries,1,3.95,4
15772,13/7/19 18:54,Onion Bhajee,1,3.95,4
15772,13/7/19 18:54,Chicken Biryani,1,9.95,4
15771,13/7/19 18:53,Mango Chutney,1,0.5,16
15771,13/7/19 18:53,Mint Sauce,1,0.5,16
15771,13/7/19 18:53,Onion Chutney,1,0.5,16
15771,13/7/19 18:53,Red Sauce,1,0.5,16
15771,13/7/19 18:53,Plain Papadum,6,0.8,16
15771,13/7/19 18:53,Raitha,1,2.95,16
15771,13/7/19 18:53,Plain Rice,1,2.95,16
15771,13/7/19 18:53,Pilau Rice,1,2.95,16
15771,13/7/19 18:53,Keema Naan,2,2.95,16
15771,13/7/19 18:53,Mushroom Rice,1,3.95,16
15771,13/7/19 18:53,Saag Dall,1,5.95,16
15771,13/7/19 18:53,Mixed Starter,1,5.95,16
15771,13/7/19 18:53,Madras - Chicken,1,7.95,16
15771,13/7/19 18:53,Korma - Chicken,1,8.95,16
15771,13/7/19 18:53,Chicken Tikka (Main),1,8.95,16
15771,13/7/19 18:53,Bhuna - Lamb,1,8.95,16
15770,13/7/19 18:52,Plain Papadum,2,0.8,5
15770,13/7/19 18:52,Mushroom Rice,1,3.95,5
15770,13/7/19 18:52,Madras - Chicken,1,7.95,5
15770,13/7/19 18:52,Tandoori Mixed Grill,1,11.95,5
15770,13/7/19 18:52,Tandoori King Prawn Garlic,1,12.95,5
15768,13/7/19 18:42,Mango Chutney,1,0.5,8
15768,13/7/19 18:42,Plain Papadum,2,0.8,8
15768,13/7/19 18:42,Plain Naan,1,2.6,8
15768,13/7/19 18:42,Plain Rice,1,2.95,8
15768,13/7/19 18:42,Special Fried Rice,1,3.95,8
15768,13/7/19 18:42,Mixed Starter,1,5.95,8
15768,13/7/19 18:42,Madras - Lamb,1,7.95,8
15768,13/7/19 18:42,Korma - Chicken,1,8.95,8
15767,13/7/19 18:36,Mint Sauce,2,0.5,8
15767,13/7/19 18:36,Onion Chutney,2,0.5,8
15767,13/7/19 18:36,Puree,1,1.95,8
15767,13/7/19 18:36,Plain Naan,1,2.6,8
15767,13/7/19 18:36,Bhuna - Chicken,1,8.95,8
15767,13/7/19 18:36,Chicken Tikka Masala,1,8.95,8
15767,13/7/19 18:36,Chicken Tikka Pasanda,1,8.95,8
15767,13/7/19 18:36,Curry - King Prawn,1,11.95,8
15766,13/7/19 18:30,Peshwari Naan,1,2.95,5
15766,13/7/19 18:30,Kulcha Naan,1,2.95,5
